english_meaning,arrernte_word,audio_url,all_audio_urls,,,,,,,,,,,,,,,,,
tarvine plant,ayepe1,https://arrernte-angkentye.online/ecall/audio/ayepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayepe_m.mp3,,,,,,,,,,,,,,,,,
umbilical cord,ayepe2,https://arrernte-angkentye.online/ecall/audio/ayepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayepe_m.mp3,,,,,,,,,,,,,,,,,
caterpillar found on the ayepe plant,ayepe-arenye,https://arrernte-angkentye.online/ecall/audio/ayepe-arenye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayepe-arenye_m.mp3,,,,,,,,,,,,,,,,,
"hunt away, let go",ayepe-arenye,https://arrernte-angkentye.online/ecall/audio/ayepe-arenye_m.mp3,,,,,,,,,,,,,,,,,,
north,ayerrere,https://arrernte-angkentye.online/ecall/audio/ayerrere_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayerrere_m.mp3,,,,,,,,,,,,,,,,,
"story, message",ayeye,https://arrernte-angkentye.online/ecall/audio/ayeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayeye_m.mp3,,,,,,,,,,,,,,,,,
older or middle-aged man,aywe,https://arrernte-angkentye.online/ecall/audio/aywe_m.mp3,https://arrernte-angkentye.online/ecall/audio/aywe_m.mp3,,,,,,,,,,,,,,,,,
"hunt away, let go",aywepeme,https://arrernte-angkentye.online/ecall/audio/aywepeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/aywepeme_m.mp3,,,,,,,,,,,,,,,,,
spinifex,aywerte,https://arrernte-angkentye.online/ecall/audio/aywerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/aywerte_m.mp3,,,,,,,,,,,,,,,,,
east,ikngerre,https://arrernte-angkentye.online/ecall/audio/ikngerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/ikngerre_m.mp3,,,,,,,,,,,,,,,,,
skink,ikwarre,https://arrernte-angkentye.online/ecall/audio/ikwarre_m.mp3,https://arrernte-angkentye.online/ecall/audio/ikwarre_m.mp3,,,,,,,,,,,,,,,,,
sweet,ikwemeye,https://arrernte-angkentye.online/ecall/audio/ikwemeye.mp3,https://arrernte-angkentye.online/ecall/audio/ikwemeye.mp3,,,,,,,,,,,,,,,,,
"for him, for her, for it",ikwere,https://arrernte-angkentye.online/ecall/audio/ikwere.mp3,https://arrernte-angkentye.online/ecall/audio/ikwere.mp3,,,,,,,,,,,,,,,,,
"from him, from her, from it; from there, then",ikwere,https://arrernte-angkentye.online/ecall/audio/ikwere.mp3,,,,,,,,,,,,,,,,,,
"his, her, hers, its",ikwerenhe,https://arrernte-angkentye.online/ecall/audio/ikwerenhe.mp3,https://arrernte-angkentye.online/ecall/audio/ikwerenhe.mp3,,,,,,,,,,,,,,,,,
"say, tell",ileme,https://arrernte-angkentye.online/ecall/audio/ileme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ileme_m.mp3,,,,,,,,,,,,,,,,,
when?,ilengare?,https://arrernte-angkentye.online/ecall/audio/ilengare.mp3,https://arrernte-angkentye.online/ecall/audio/ilengare.mp3,,,,,,,,,,,,,,,,,
galah,ilengare?,https://arrernte-angkentye.online/ecall/audio/ilengare.mp3,,,,,,,,,,,,,,,,,,
stone axe,ilepe,https://arrernte-angkentye.online/ecall/audio/ilengare.mp3,https://arrernte-angkentye.online/ecall/audio/ilepe_m.mp3,,,,,,,,,,,,,,,,,
we two (subject),ilerne,https://arrernte-angkentye.online/ecall/audio/ilerne_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilerne_m.mp3,,,,,,,,,,,,,,,,,
"expert, clever, skilled",ilerne,https://arrernte-angkentye.online/ecall/audio/ilerne_m.mp3,,,,,,,,,,,,,,,,,,
steady rain,ilpenthe,https://arrernte-angkentye.online/ecall/audio/ilpenthe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilpenthe_m.mp3,,,,,,,,,,,,,,,,,
Warlpiri camp (one of the town camps),Ilperle Tyathe,https://arrernte-angkentye.online/ecall/audio/ilperle_tyathe.mp3,https://arrernte-angkentye.online/ecall/audio/ilperle_tyathe.mp3,,,,,,,,,,,,,,,,,
needlewood bush,ilpeye,https://arrernte-angkentye.online/ecall/audio/ilpeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilpeye_m.mp3,,,,,,,,,,,,,,,,,
one of the town camps,Ilpeye-Ilpeye,https://arrernte-angkentye.online/ecall/audio/ilpeye-ilpeye.mp3,https://arrernte-angkentye.online/ecall/audio/ilpeye-ilpeye.mp3,,,,,,,,,,,,,,,,,
"tell off, swear at",ilteme,https://arrernte-angkentye.online/ecall/audio/ilteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilteme_m.mp3,,,,,,,,,,,,,,,,,
"humpy, shelter",ilthe,https://arrernte-angkentye.online/ecall/audio/ilthe.mp3,https://arrernte-angkentye.online/ecall/audio/ilthe.mp3,,,,,,,,,,,,,,,,,
"hand, fingers",iltye,https://arrernte-angkentye.online/ecall/audio/iltye.mp3,https://arrernte-angkentye.online/ecall/audio/iltye.mp3,,,,,,,,,,,,,,,,,
palm of hand,iltye atnerte,https://arrernte-angkentye.online/ecall/audio/iltye_atnerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/iltye_atnerte_m.mp3,,,,,,,,,,,,,,,,,
"finger, tip of finger",iltye kantye,https://arrernte-angkentye.online/ecall/audio/iltye_kantye_m.mp3,https://arrernte-angkentye.online/ecall/audio/iltye_kantye_m.mp3,,,,,,,,,,,,,,,,,
to wave,iltye-irreme,https://arrernte-angkentye.online/ecall/audio/iltye-irreme.mp3,https://arrernte-angkentye.online/ecall/audio/iltye-irreme.mp3,,,,,,,,,,,,,,,,,
mantis,iltywiltywe,https://arrernte-angkentye.online/ecall/audio/iltywiltywe.mp3,https://arrernte-angkentye.online/ecall/audio/iltywiltywe.mp3,,,,,,,,,,,,,,,,,
die (Not respectful about a person.),ilweme,https://arrernte-angkentye.online/ecall/audio/ilweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilweme_m.mp3,,,,,,,,,,,,,,,,,
ghost gum,ilwempe,https://arrernte-angkentye.online/ecall/audio/ilwempe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilwempe_m.mp3,,,,,,,,,,,,,,,,,
put out (fire),ilwerneme,https://arrernte-angkentye.online/ecall/audio/ilwerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilwerneme_m.mp3,,,,,,,,,,,,,,,,,
boomerang,ilye,https://arrernte-angkentye.online/ecall/audio/ilye.mp3,https://arrernte-angkentye.online/ecall/audio/ilye.mp3,,,,,,,,,,,,,,,,,
sing (a song),ilyelheme,https://arrernte-angkentye.online/ecall/audio/ilyelheme.mp3,https://arrernte-angkentye.online/ecall/audio/ilyelheme.mp3,,,,,,,,,,,,,,,,,
sing (a person or thing),ilyeme,https://arrernte-angkentye.online/ecall/audio/ilyeme.mp3,https://arrernte-angkentye.online/ecall/audio/ilyeme.mp3,,,,,,,,,,,,,,,,,
"wind something around, twist",ilyeme,https://arrernte-angkentye.online/ecall/audio/ilyeme.mp3,,,,,,,,,,,,,,,,,,
"expert, clever, skilled",ilyernpenye,https://arrernte-angkentye.online/ecall/audio/ilyernpenye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ilyernpenye_m.mp3,,,,,,,,,,,,,,,,,
"take down off, take off clothes",ilyweme,https://arrernte-angkentye.online/ecall/audio/ilyweme.mp3,https://arrernte-angkentye.online/ecall/audio/ilyweme.mp3,,,,,,,,,,,,,,,,,
Emily Gap,Imerle,https://arrernte-angkentye.online/ecall/audio/imerle.mp3,https://arrernte-angkentye.online/ecall/audio/imerle.mp3,,,,,,,,,,,,,,,,,
show to someone,imerneme,https://arrernte-angkentye.online/ecall/audio/imerneme.mp3,https://arrernte-angkentye.online/ecall/audio/imerneme.mp3,,,,,,,,,,,,,,,,,
"tracks, prints",impatye,https://arrernte-angkentye.online/ecall/audio/impatye_m.mp3,https://arrernte-angkentye.online/ecall/audio/impatye_m.mp3,,,,,,,,,,,,,,,,,
"leave behind, leave alone",impeme,https://arrernte-angkentye.online/ecall/audio/impeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/impeme_m.mp3,,,,,,,,,,,,,,,,,
"echidna, spiny anteater, 'porcupine'",inape,https://arrernte-angkentye.online/ecall/audio/inape_m.mp3,https://arrernte-angkentye.online/ecall/audio/inape_m.mp3,,,,,,,,,,,,,,,,,
"echidna, spiny anteater, 'porcupine'",inarlenge,https://arrernte-angkentye.online/ecall/audio/inarlenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/inarlenge_m.mp3,,,,,,,,,,,,,,,,,
Little Sisters' town camp,Inarlenge,https://arrernte-angkentye.online/ecall/audio/inarlenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/inarlenge_m.mp3,,,,,,,,,,,,,,,,,
"take, get",ineme,https://arrernte-angkentye.online/ecall/audio/ineme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ineme_m.mp3,,,,,,,,,,,,,,,,,
beantree,inernte,https://arrernte-angkentye.online/ecall/audio/inernte.mp3,https://arrernte-angkentye.online/ecall/audio/inernte.mp3,,,,,,,,,,,,,,,,,
"foot, toe",ingke,https://arrernte-angkentye.online/ecall/audio/ingke_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingke_m.mp3,,,,,,,,,,,,,,,,,
jealous,ingkerte,https://arrernte-angkentye.online/ecall/audio/ingkerte.mp3,https://arrernte-angkentye.online/ecall/audio/ingkerte.mp3,,,,,,,,,,,,,,,,,
"all, every",ingkirreke,https://arrernte-angkentye.online/ecall/audio/ingkirreke_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingkirreke_m.mp3,,,,,,,,,,,,,,,,,
"nearly, almost",ingkwe,https://arrernte-angkentye.online/ecall/audio/ingkwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingkwe_m.mp3,,,,,,,,,,,,,,,,,
"ants' nest, termite mound",ingkwepeye,https://arrernte-angkentye.online/ecall/audio/ingkwepeye.mp3,https://arrernte-angkentye.online/ecall/audio/ingkwepeye.mp3,,,,,,,,,,,,,,,,,
"pityuri, bush tobacco",ingkwerlpe,https://arrernte-angkentye.online/ecall/audio/ingkwerlpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingkwerlpe_m.mp3,,,,,,,,,,,,,,,,,
"old, aged, not recent",ingkweye,https://arrernte-angkentye.online/ecall/audio/ingkweye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingkweye_m.mp3,,,,,,,,,,,,,,,,,
all night,ingwartentyele,https://arrernte-angkentye.online/ecall/audio/ingwartentyele_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingwartentyele_m.mp3,,,,,,,,,,,,,,,,,
"night, dark",ingwe,https://arrernte-angkentye.online/ecall/audio/ingwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingwe_m.mp3,,,,,,,,,,,,,,,,,
morning,ingweleme,https://arrernte-angkentye.online/ecall/audio/ingweleme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingweleme_m.mp3,,,,,,,,,,,,,,,,,
"tomorrow, the next few days",ingwenthe,https://arrernte-angkentye.online/ecall/audio/ingwenthe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingwenthe_m.mp3,,,,,,,,,,,,,,,,,
early morning before sunrise,ingwethnele,https://arrernte-angkentye.online/ecall/audio/ingwethnele_m.mp3,https://arrernte-angkentye.online/ecall/audio/ingwethnele_m.mp3,,,,,,,,,,,,,,,,,
face,inngirre,https://arrernte-angkentye.online/ecall/audio/inngirre_m.mp3,https://arrernte-angkentye.online/ecall/audio/inngirre_m.mp3,,,,,,,,,,,,,,,,,
type of fish,intame-intame,https://arrernte-angkentye.online/ecall/audio/intame-intame_m.mp3,https://arrernte-angkentye.online/ecall/audio/intame-intame_m.mp3,,,,,,,,,,,,,,,,,
"write, draw, make a design on something",intelhe-ileme / intelhileme,https://arrernte-angkentye.online/ecall/audio/intelhe-ileme_m.mp3,https://arrernte-angkentye.online/ecall/audio/intelhe-ileme_m.mp3,,,,,,,,,,,,,,,,,
grasshopper,inteltye,https://arrernte-angkentye.online/ecall/audio/inteltye_m.mp3,https://arrernte-angkentye.online/ecall/audio/inteltye_m.mp3,,,,,,,,,,,,,,,,,
"butterfly, moth",intelyapelyape,https://arrernte-angkentye.online/ecall/audio/intelyapelyape_m.mp3,https://arrernte-angkentye.online/ecall/audio/intelyapelyape_m.mp3,,,,,,,,,,,,,,,,,
"lie, lie down",inteme,https://arrernte-angkentye.online/ecall/audio/inteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/inteme_m.mp3,,,,,,,,,,,,,,,,,
wooden skewer,interlpe,https://arrernte-angkentye.online/ecall/audio/interlpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/interlpe_m.mp3,,,,,,,,,,,,,,,,,
"termite, white ant",interrke,https://arrernte-angkentye.online/ecall/audio/interrke.mp3,https://arrernte-angkentye.online/ecall/audio/interrke.mp3,,,,,,,,,,,,,,,,,
cave,inteye,https://arrernte-angkentye.online/ecall/audio/inteye_m.mp3,https://arrernte-angkentye.online/ecall/audio/inteye_m.mp3,,,,,,,,,,,,,,,,,
"on the other side of, over there",intwarre,https://arrernte-angkentye.online/ecall/audio/intwarre.mp3,https://arrernte-angkentye.online/ecall/audio/intwarre.mp3,,,,,,,,,,,,,,,,,
"climb, ride, go up",intyeme,https://arrernte-angkentye.online/ecall/audio/intyeme.mp3,https://arrernte-angkentye.online/ecall/audio/intyeme.mp3,,,,,,,,,,,,,,,,,
dried out; dead (plant),intyerrke,https://arrernte-angkentye.online/ecall/audio/intyerrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/intyerrke_m.mp3,,,,,,,,,,,,,,,,,
spider,inurle,https://arrernte-angkentye.online/ecall/audio/inurle_m.mp3,https://arrernte-angkentye.online/ecall/audio/inurle_m.mp3,,,,,,,,,,,,,,,,,
chest,inwenge,https://arrernte-angkentye.online/ecall/audio/inwenge.mp3,https://arrernte-angkentye.online/ecall/audio/inwenge.mp3,,,,,,,,,,,,,,,,,
"limping, lame, crippled",inwerre,https://arrernte-angkentye.online/ecall/audio/inwerre.mp3,https://arrernte-angkentye.online/ecall/audio/inwerre.mp3,,,,,,,,,,,,,,,,,
"fast, quickly",iparrpe,https://arrernte-angkentye.online/ecall/audio/iparrpe.mp3,https://arrernte-angkentye.online/ecall/audio/iparrpe.mp3,,,,,,,,,,,,,,,,,
"fast, quickly, over and over quickly",iparrpe-iparrpe,https://arrernte-angkentye.online/ecall/audio/iparrpe-iparrpe.mp3,https://arrernte-angkentye.online/ecall/audio/iparrpe-iparrpe.mp3,,,,,,,,,,,,,,,,,
"from, because of, after",#NAME?,https://arrernte-angkentye.online/ecall/audio/-ipenhe.mp3,https://arrernte-angkentye.online/ecall/audio/-ipenhe.mp3,,,,,,,,,,,,,,,,,
stranger,ipenye,https://arrernte-angkentye.online/ecall/audio/ipenye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ipenye_m.mp3,,,,,,,,,,,,,,,,,
"from, because of, after",#NAME?,https://arrernte-angkentye.online/ecall/audio/-iperre.mp3,https://arrernte-angkentye.online/ecall/audio/-iperre.mp3,,,,,,,,,,,,,,,,,
"1. deep. 2. hole, pit, hollow, grave",iperte,https://arrernte-angkentye.online/ecall/audio/iperte_m.mp3,https://arrernte-angkentye.online/ecall/audio/iperte_m.mp3,,,,,,,,,,,,,,,,,
mother's mother; woman's daughter's child,ipmenhe,https://arrernte-angkentye.online/ecall/audio/ipmenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ipmenhe_m.mp3,,,,,,,,,,,,,,,,,
bicycle lizard,irlantye,https://arrernte-angkentye.online/ecall/audio/irlantye.mp3,https://arrernte-angkentye.online/ecall/audio/irlantye.mp3,,,,,,,,,,,,,,,,,
ear,irlpe,https://arrernte-angkentye.online/ecall/audio/irlpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/irlpe_m.mp3,,,,,,,,,,,,,,,,,
"leaf, petal, feather, wing.",irlpelhe,https://arrernte-angkentye.online/ecall/audio/irlpelhe.mp3,https://arrernte-angkentye.online/ecall/audio/irlpelhe.mp3,,,,,,,,,,,,,,,,,
"green beetle, stink beetle",irlperenye,https://arrernte-angkentye.online/ecall/audio/irlperenye.mp3,https://arrernte-angkentye.online/ecall/audio/irlperenye.mp3,,,,,,,,,,,,,,,,,
"limping, lame, crippled",irnwerre,https://arrernte-angkentye.online/ecall/audio/irnwerre.mp3,https://arrernte-angkentye.online/ecall/audio/irnwerre.mp3,,,,,,,,,,,,,,,,,
"intensely, energetically, focussed on what you're doing",irnterre,https://arrernte-angkentye.online/ecall/audio/irnterre.mp3,https://arrernte-angkentye.online/ecall/audio/irnterre.mp3,,,,,,,,,,,,,,,,,
"on the other side of, over there",irntwarre,https://arrernte-angkentye.online/ecall/audio/irntwarre.mp3,https://arrernte-angkentye.online/ecall/audio/irntwarre.mp3,,,,,,,,,,,,,,,,,
"lonely, homesick",irrare,https://arrernte-angkentye.online/ecall/audio/irrare.mp3,https://arrernte-angkentye.online/ecall/audio/irrare.mp3,,,,,,,,,,,,,,,,,
"long for, be homesick",irrare-irreme,https://arrernte-angkentye.online/ecall/audio/irrare-irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrare-irreme_m.mp3,,,,,,,,,,,,,,,,,
black cockatoo,irrarnte,https://arrernte-angkentye.online/ecall/audio/irrarnte_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrarnte_m.mp3,,,,,,,,,,,,,,,,,
become,irreme,https://arrernte-angkentye.online/ecall/audio/irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/irreme_m.mp3,,,,,,,,,,,,,,,,,
"corpse, skeleton",irrerlknge,https://arrernte-angkentye.online/ecall/audio/irrerlknge_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrerlknge_m.mp3,,,,,,,,,,,,,,,,,
"cold, cold weather",irrernte,https://arrernte-angkentye.online/ecall/audio/irrernte_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrernte_m.mp3,,,,,,,,,,,,,,,,,
wedge-tailed eagle,irretye,https://arrernte-angkentye.online/ecall/audio/irretye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irretye_m.mp3,,,,,,,,,,,,,,,,,
desert oak,irrkepe,https://arrernte-angkentye.online/ecall/audio/irrkepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrkepe_m.mp3,,,,,,,,,,,,,,,,,
"sort through to find, uncover",irrkereme,https://arrernte-angkentye.online/ecall/audio/irrkereme.mp3,https://arrernte-angkentye.online/ecall/audio/irrkereme.mp3,,,,,,,,,,,,,,,,,
brown falcon (bird),irrkerlantye,https://arrernte-angkentye.online/ecall/audio/irrkerlantye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrkerlantye_m.mp3,,,,,,,,,,,,,,,,,
"bitter, salty",irrkerteye,https://arrernte-angkentye.online/ecall/audio/irrkerteye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrkerteye_m.mp3,,,,,,,,,,,,,,,,,
hair string,irrketye,https://arrernte-angkentye.online/ecall/audio/irrketye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrketye_m.mp3,,,,,,,,,,,,,,,,,
dry thin bark,irrkngelhe,https://arrernte-angkentye.online/ecall/audio/irrkngelhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrkngelhe_m.mp3,,,,,,,,,,,,,,,,,
police,irrkwentye,https://arrernte-angkentye.online/ecall/audio/irrkwentye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrkwentye_m.mp3,,,,,,,,,,,,,,,,,
"enter, go in",irrpeme,https://arrernte-angkentye.online/ecall/audio/irrpeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrpeme_m.mp3,,,,,,,,,,,,,,,,,
fish,irrpennge,https://arrernte-angkentye.online/ecall/audio/irrpennge_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrpennge_m.mp3,,,,,,,,,,,,,,,,,
"husk, peel, skin of some animals",irrtnye,https://arrernte-angkentye.online/ecall/audio/irrtnye_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrtnye_m.mp3,,,,,,,,,,,,,,,,,
"to skin (animal), to peel",irrtnye-iweme,https://arrernte-angkentye.online/ecall/audio/irrtnye-iweme.mp3,https://arrernte-angkentye.online/ecall/audio/irrtnye-iweme.mp3,,,,,,,,,,,,,,,,,
a spear,irrtyarte,https://arrernte-angkentye.online/ecall/audio/irrtyarte_m.mp3,https://arrernte-angkentye.online/ecall/audio/irrtyarte_m.mp3,,,,,,,,,,,,,,,,,
"throat, front of neck",ite,https://arrernte-angkentye.online/ecall/audio/ite_m.mp3,https://arrernte-angkentye.online/ecall/audio/ite_m.mp3,,,,,,,,,,,,,,,,,
"remember, know, decide, think",itelareme / itele-areme,https://arrernte-angkentye.online/ecall/audio/itelareme.mp3,https://arrernte-angkentye.online/ecall/audio/itelareme.mp3,,,,,,,,,,,,,,,,,
"wart, skin tag",itelye,https://arrernte-angkentye.online/ecall/audio/itelye_m.mp3,https://arrernte-angkentye.online/ecall/audio/itelye_m.mp3,,,,,,,,,,,,,,,,,
"cook, light (a fire)",iteme,https://arrernte-angkentye.online/ecall/audio/iteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/iteme_m.mp3,,,,,,,,,,,,,,,,,
alive,itethe,https://arrernte-angkentye.online/ecall/audio/itethe_m.mp3,https://arrernte-angkentye.online/ecall/audio/itethe_m.mp3,,,,,,,,,,,,,,,,,
"maybe, perhaps",ithwenge,https://arrernte-angkentye.online/ecall/audio/ithwenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/ithwenge_m.mp3,,,,,,,,,,,,,,,,,
think,itirreme,https://arrernte-angkentye.online/ecall/audio/itirreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/itirreme_m.mp3,,,,,,,,,,,,,,,,,
they (more than two; subject),itne,https://arrernte-angkentye.online/ecall/audio/itne_m.mp3,https://arrernte-angkentye.online/ecall/audio/itne_m.mp3,,,,,,,,,,,,,,,,,
them (more than two; object form),itnenhe,https://arrernte-angkentye.online/ecall/audio/itnenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/itnenhe_m.mp3,,,,,,,,,,,,,,,,,
drop something,itnyelhe-ileme,https://arrernte-angkentye.online/ecall/audio/itnyelhe-ileme.mp3,https://arrernte-angkentye.online/ecall/audio/itnyelhe-ileme.mp3,,,,,,,,,,,,,,,,,
fall,itnyeme,https://arrernte-angkentye.online/ecall/audio/itnyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/itnyeme_m.mp3,,,,,,,,,,,,,,,,,
near,itwe,https://arrernte-angkentye.online/ecall/audio/itwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/itwe_m.mp3,,,,,,,,,,,,,,,,,
"throw, throw away",iweme,https://arrernte-angkentye.online/ecall/audio/iweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/iweme_m.mp3,,,,,,,,,,,,,,,,,
what?,iwenhe?,https://arrernte-angkentye.online/ecall/audio/iwenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwenhe_m.mp3,,,,,,,,,,,,,,,,,
"watchamacallit, thingummy",iwenhe-akweye,https://arrernte-angkentye.online/ecall/audio/iwenhe-akweye.mp3,https://arrernte-angkentye.online/ecall/audio/iwenhe-akweye.mp3,,,,,,,,,,,,,,,,,
"why?, what for?",iwenheke?,https://arrernte-angkentye.online/ecall/audio/iwenheke_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwenheke_m.mp3,,,,,,,,,,,,,,,,,
"why?, because of what?, what from?",iwenhenge?,https://arrernte-angkentye.online/ecall/audio/iwenhenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwenhenge_m.mp3,,,,,,,,,,,,,,,,,
mosquito,iwenye,https://arrernte-angkentye.online/ecall/audio/iwenye_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwenye_m.mp3,,,,,,,,,,,,,,,,,
"itchy grub, web",iwepe,https://arrernte-angkentye.online/ecall/audio/iwepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwepe_m.mp3,,,,,,,,,,,,,,,,,
"path, road, track",iwerre,https://arrernte-angkentye.online/ecall/audio/iwerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/iwerre_m.mp3,,,,,,,,,,,,,,,,,
older brother,kake,https://arrernte-angkentye.online/ecall/audio/kake_m.mp3,https://arrernte-angkentye.online/ecall/audio/kake_m.mp3,,,,,,,,,,,,,,,,,
one of the town camps,Karnte,https://arrernte-angkentye.online/ecall/audio/karnte_m.mp3,https://arrernte-angkentye.online/ecall/audio/karnte_m.mp3,,,,,,,,,,,,,,,,,
"round, circular",karnte-karnte,https://arrernte-angkentye.online/ecall/audio/karnte-karnte_m.mp3,https://arrernte-angkentye.online/ecall/audio/karnte-karnte_m.mp3,,,,,,,,,,,,,,,,,
"'Done!', 'OK', finished, already",kele,https://arrernte-angkentye.online/ecall/audio/kele_m.mp3,https://arrernte-angkentye.online/ecall/audio/kele_m.mp3,,,,,,,,,,,,,,,,,
type of dragon lizard,kelyawe,https://arrernte-angkentye.online/ecall/audio/kelyawe_m.mp3,https://arrernte-angkentye.online/ecall/audio/kelyawe_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Kemarre,https://arrernte-angkentye.online/ecall/audio/kemarre_m.mp3,https://arrernte-angkentye.online/ecall/audio/kemarre_m.mp3,,,,,,,,,,,,,,,,,
belonging to (like English 's),#NAME?,https://arrernte-angkentye.online/ecall/audio/-kenhe.mp3,https://arrernte-angkentye.online/ecall/audio/-kenhe.mp3,,,,,,,,,,,,,,,,,
"meat, game animal",kere,https://arrernte-angkentye.online/ecall/audio/kere_m.mp3,https://arrernte-angkentye.online/ecall/audio/kere_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Kngwarraye,https://arrernte-angkentye.online/ecall/audio/kngwarraye_m.mp3,https://arrernte-angkentye.online/ecall/audio/kngwarraye_m.mp3,,,,,,,,,,,,,,,,,
egg,kwarte,https://arrernte-angkentye.online/ecall/audio/kwarte_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwarte_m.mp3,,,,,,,,,,,,,,,,,
"water, rain",kwatye,https://arrernte-angkentye.online/ecall/audio/kwatye_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwatye_m.mp3,,,,,,,,,,,,,,,,,
name used instead of a person's individual name if someone else with that name has passed away,Kwementyaye,https://arrernte-angkentye.online/ecall/audio/kwementyaye_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwementyaye_m.mp3,,,,,,,,,,,,,,,,,
"down, low, inside",kwene,https://arrernte-angkentye.online/ecall/audio/kwene_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwene_m.mp3,,,,,,,,,,,,,,,,,
"bend down, duck down, go down",kwene-irreme,https://arrernte-angkentye.online/ecall/audio/kwene-irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwene-irreme_m.mp3,,,,,,,,,,,,,,,,,
crested bellbird,kwepalepale,https://arrernte-angkentye.online/ecall/audio/kwepalepale.mp3,https://arrernte-angkentye.online/ecall/audio/kwepalepale.mp3,,,,,,,,,,,,,,,,,
to swallow,kwerneme,https://arrernte-angkentye.online/ecall/audio/kwerneme.mp3,https://arrernte-angkentye.online/ecall/audio/kwerneme.mp3,,,,,,,,,,,,,,,,,
star,kwerralye,https://arrernte-angkentye.online/ecall/audio/kwerralye_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwerralye_m.mp3,,,,,,,,,,,,,,,,,
