english_meaning,arrernte_word,audio_url,all_audio_urls,,,,,,,,,,,,,,,,,
fork of tree,arntarlkwe,https://arrernte-angkentye.online/ecall/audio/arntarlkwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arntarlkwe_m.mp3,,,,,,,,,,,,,,,,,
to ache,arnteme,https://arrernte-angkentye.online/ecall/audio/arnteme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arnteme_m.mp3,,,,,,,,,,,,,,,,,
sister-in-law,arntengeye,https://arrernte-angkentye.online/ecall/audio/arntengeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/arntengeye_m.mp3,,,,,,,,,,,,,,,,,
"intensely, energetically, focussed on what you're doing",arnterre,https://arrernte-angkentye.online/ecall/audio/arnterre_m.mp3,https://arrernte-angkentye.online/ecall/audio/arnterre_m.mp3,,,,,,,,,,,,,,,,,
"rotten, bad, very bad",arnterre,https://arrernte-angkentye.online/ecall/audio/arnterre_m.mp3,,,,,,,,,,,,,,,,,,
carpet snake,arntetherrke,https://arrernte-angkentye.online/ecall/audio/arntetherrke.mp3,https://arrernte-angkentye.online/ecall/audio/arntetherrke.mp3,,,,,,,,,,,,,,,,,
wife's father,arnteweye,https://arrernte-angkentye.online/ecall/audio/arnteweye_m.mp3,https://arrernte-angkentye.online/ecall/audio/arnteweye_m.mp3,,,,,,,,,,,,,,,,,
wasp,arntinye,https://arrernte-angkentye.online/ecall/audio/arntinye.mp3,https://arrernte-angkentye.online/ecall/audio/arntinye.mp3,,,,,,,,,,,,,,,,,
"take hold of, catch",arntirrkweme,https://arrernte-angkentye.online/ecall/audio/arntirrkweme.mp3,https://arrernte-angkentye.online/ecall/audio/arntirrkweme.mp3,,,,,,,,,,,,,,,,,
"rotten, bad, very bad",arntirte,https://arrernte-angkentye.online/ecall/audio/arntirte_m.mp3,https://arrernte-angkentye.online/ecall/audio/arntirte_m.mp3,,,,,,,,,,,,,,,,,
"growl, grunt (animal)",arntwerreme,https://arrernte-angkentye.online/ecall/audio/arntwerreme.mp3,https://arrernte-angkentye.online/ecall/audio/arntwerreme.mp3,,,,,,,,,,,,,,,,,
"take hold of, catch",arntwirrkeme,https://arrernte-angkentye.online/ecall/audio/arntwirrkeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arntwirrkeme_m.mp3,,,,,,,,,,,,,,,,,
humming or buzzing noise,arnwere,https://arrernte-angkentye.online/ecall/audio/arnwere_m.mp3,https://arrernte-angkentye.online/ecall/audio/arnwere_m.mp3,,,,,,,,,,,,,,,,,
mouth,arrakerte,https://arrernte-angkentye.online/ecall/audio/arrakerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrakerte_m.mp3,,,,,,,,,,,,,,,,,
"open mouth wide, yawn",arralkeme,https://arrernte-angkentye.online/ecall/audio/arralkeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arralkeme_m.mp3,,,,,,,,,,,,,,,,,
"facial hair, beard",arralte,https://arrernte-angkentye.online/ecall/audio/arralte_m.mp3,https://arrernte-angkentye.online/ecall/audio/arralte_m.mp3,,,,,,,,,,,,,,,,,
"no, nothing, none",arrangkwe,https://arrernte-angkentye.online/ecall/audio/arrangkwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrangkwe_m.mp3,,,,,,,,,,,,,,,,,
bush plum,arrankweye,https://arrernte-angkentye.online/ecall/audio/arrankweye_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrankweye_m.mp3,,,,,,,,,,,,,,,,,
you (more than two people; subject),arrantherre,https://arrernte-angkentye.online/ecall/audio/arrantherre_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrantherre_m.mp3,,,,,,,,,,,,,,,,,
"exit, go out",arrateme,https://arrernte-angkentye.online/ecall/audio/arrateme.mp3,https://arrernte-angkentye.online/ecall/audio/arrateme.mp3,,,,,,,,,,,,,,,,,
come out,arratintyeme,https://arrernte-angkentye.online/ecall/audio/arratintyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arratintyeme_m.mp3,,,,,,,,,,,,,,,,,
"true, right, real, straight",arratye,https://arrernte-angkentye.online/ecall/audio/arratye_m.mp3,https://arrernte-angkentye.online/ecall/audio/arratye_m.mp3,,,,,,,,,,,,,,,,,
lips,arre-yenpe,https://arrernte-angkentye.online/ecall/audio/arre-yenpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arre-yenpe_m.mp3,,,,,,,,,,,,,,,,,
lungs,arreltye,https://arrernte-angkentye.online/ecall/audio/arreltye_m.mp3,https://arrernte-angkentye.online/ecall/audio/arreltye_m.mp3,,,,,,,,,,,,,,,,,
"cheek, side of face",arrelyennge,https://arrernte-angkentye.online/ecall/audio/arrelyennge.mp3,https://arrernte-angkentye.online/ecall/audio/arrelyennge.mp3,,,,,,,,,,,,,,,,,
lice,arreme,https://arrernte-angkentye.online/ecall/audio/arreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arreme_m.mp3,,,,,,,,,,,,,,,,,
"father's father, man's son's child",arrenge,https://arrernte-angkentye.online/ecall/audio/arrenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrenge_m.mp3,,,,,,,,,,,,,,,,,
"creepy-crawly, devil",arrentye,https://arrernte-angkentye.online/ecall/audio/arrentye.mp3,https://arrernte-angkentye.online/ecall/audio/arrentye.mp3,,,,,,,,,,,,,,,,,
put something down,arrerneme,https://arrernte-angkentye.online/ecall/audio/arrerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrerneme_m.mp3,,,,,,,,,,,,,,,,,
put back down,arrernirtneme,https://arrernte-angkentye.online/ecall/audio/arrernirtneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrernirtneme_m.mp3,,,,,,,,,,,,,,,,,
Arrernte language and people,Arrernte,https://arrernte-angkentye.online/ecall/audio/arrernte.mp3,https://arrernte-angkentye.online/ecall/audio/arrernte.mp3,,,,,,,,,,,,,,,,,
"shiver, shake",arreweme,https://arrernte-angkentye.online/ecall/audio/arreweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arreweme_m.mp3,,,,,,,,,,,,,,,,,
"sharp, pointy",arrirlpe,https://arrernte-angkentye.online/ecall/audio/arrirlpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrirlpe_m.mp3,,,,,,,,,,,,,,,,,
lips,arrirnpirnpe,https://arrernte-angkentye.online/ecall/audio/arrirnpirnpe.mp3,https://arrernte-angkentye.online/ecall/audio/arrirnpirnpe.mp3,,,,,,,,,,,,,,,,,
name,arrirtne,https://arrernte-angkentye.online/ecall/audio/arrirtne.mp3,https://arrernte-angkentye.online/ecall/audio/arrirtne.mp3,,,,,,,,,,,,,,,,,
name,arritnye,https://arrernte-angkentye.online/ecall/audio/arritnye.mp3,https://arrernte-angkentye.online/ecall/audio/arritnye.mp3,,,,,,,,,,,,,,,,,
"fun, play, joking",arrkene,https://arrernte-angkentye.online/ecall/audio/arrkene_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrkene_m.mp3,,,,,,,,,,,,,,,,,
to play,arrkene-irreme,https://arrernte-angkentye.online/ecall/audio/arrkene-irreme.mp3,https://arrernte-angkentye.online/ecall/audio/arrkene-irreme.mp3,,,,,,,,,,,,,,,,,
"try to do, have a taste of, imitate",arrkerneme,https://arrernte-angkentye.online/ecall/audio/arrkerneme.mp3,https://arrernte-angkentye.online/ecall/audio/arrkerneme.mp3,,,,,,,,,,,,,,,,,
bloodwood tree,arrkernke,https://arrernte-angkentye.online/ecall/audio/arrkernke_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrkernke_m.mp3,,,,,,,,,,,,,,,,,
"each, every, various",arrpanenhe / arrpe-anenhe,https://arrernte-angkentye.online/ecall/audio/arrpanenhe.mp3,https://arrernte-angkentye.online/ecall/audio/arrpanenhe.mp3,,,,,,,,,,,,,,,,,
"other, another, different",arrpenhe,https://arrernte-angkentye.online/ecall/audio/arrpenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrpenhe_m.mp3,,,,,,,,,,,,,,,,,
"some, some others",arrpenheme,https://arrernte-angkentye.online/ecall/audio/arrpenheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrpenheme_m.mp3,,,,,,,,,,,,,,,,,
magpie,arrpwere,https://arrernte-angkentye.online/ecall/audio/arrpwere.mp3,https://arrernte-angkentye.online/ecall/audio/arrpwere.mp3,,,,,,,,,,,,,,,,,
call out to someone,arrpwerneme,https://arrernte-angkentye.online/ecall/audio/arrpwerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrpwerneme_m.mp3,,,,,,,,,,,,,,,,,
"run, run off",arrtyaneme,https://arrernte-angkentye.online/ecall/audio/arrtyaneme.mp3,https://arrernte-angkentye.online/ecall/audio/arrtyaneme.mp3,,,,,,,,,,,,,,,,,
"long time ago, long before, for a long time",arrule,https://arrernte-angkentye.online/ecall/audio/arrule_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrule_m.mp3,,,,,,,,,,,,,,,,,
chin,arrutne,https://arrernte-angkentye.online/ecall/audio/arrutne_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrutne_m.mp3,,,,,,,,,,,,,,,,,
bush passionfruit,arrutnenge,https://arrernte-angkentye.online/ecall/audio/arrutnenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrutnenge_m.mp3,,,,,,,,,,,,,,,,,
rock wallaby,arrwe,https://arrernte-angkentye.online/ecall/audio/arrwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrwe_m.mp3,,,,,,,,,,,,,,,,,
"in front, ahead, first, earlier",arrwekele,https://arrernte-angkentye.online/ecall/audio/arrwekele_m.mp3,https://arrernte-angkentye.online/ecall/audio/arrwekele_m.mp3,,,,,,,,,,,,,,,,,
"1. first one(s), one(s) before. 2. ancestors",arrwekelenye,https://arrernte-angkentye.online/ecall/audio/arrwekelenye.mp3,https://arrernte-angkentye.online/ecall/audio/arrwekelenye.mp3,,,,,,,,,,,,,,,,,
"(doing something) together, co-operatively",artangentyele,https://arrernte-angkentye.online/ecall/audio/artangentyele_m.mp3,https://arrernte-angkentye.online/ecall/audio/artangentyele_m.mp3,,,,,,,,,,,,,,,,,
tail feathers of emu,artarre,https://arrernte-angkentye.online/ecall/audio/artarre_m.mp3,https://arrernte-angkentye.online/ecall/audio/artarre_m.mp3,,,,,,,,,,,,,,,,,
"like, similar to",#NAME?,https://arrernte-angkentye.online/ecall/audio/-arteke_m.mp3,https://arrernte-angkentye.online/ecall/audio/-arteke_m.mp3,,,,,,,,,,,,,,,,,
root,artekerre,https://arrernte-angkentye.online/ecall/audio/artekerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/artekerre_m.mp3,,,,,,,,,,,,,,,,,
"build, cover, bury",arteme,https://arrernte-angkentye.online/ecall/audio/arteme.mp3,https://arrernte-angkentye.online/ecall/audio/arteme.mp3,,,,,,,,,,,,,,,,,
"a cold, snot, phlegm",artengkwelknge,https://arrernte-angkentye.online/ecall/audio/artengkwelknge.mp3,https://arrernte-angkentye.online/ecall/audio/artengkwelknge.mp3,,,,,,,,,,,,,,,,,
"a cold, snot, phlegm",artengkulknge,https://arrernte-angkentye.online/ecall/audio/artengkulknge.mp3,https://arrernte-angkentye.online/ecall/audio/artengkulknge.mp3,,,,,,,,,,,,,,,,,
back (body part),artepe,https://arrernte-angkentye.online/ecall/audio/artepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/artepe_m.mp3,,,,,,,,,,,,,,,,,
"crouch over, be hunched over",artepe-aneme,https://arrernte-angkentye.online/ecall/audio/artepe-aneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/artepe-aneme_m.mp3,,,,,,,,,,,,,,,,,
kidney,arteperrke,https://arrernte-angkentye.online/ecall/audio/arteperrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/arteperrke_m.mp3,,,,,,,,,,,,,,,,,
"crush, squash, mash",arterte-ileme,https://arrernte-angkentye.online/ecall/audio/arterte-ileme.mp3,https://arrernte-angkentye.online/ecall/audio/arterte-ileme.mp3,,,,,,,,,,,,,,,,,
mulga,artetye,https://arrernte-angkentye.online/ecall/audio/artetye_m.mp3,https://arrernte-angkentye.online/ecall/audio/artetye_m.mp3,,,,,,,,,,,,,,,,,
bush turkey,artewe,https://arrernte-angkentye.online/ecall/audio/artewe.mp3,https://arrernte-angkentye.online/ecall/audio/artewe.mp3,,,,,,,,,,,,,,,,,
"crush, squash, mash",artirte-ileme,https://arrernte-angkentye.online/ecall/audio/artirte-ileme.mp3,https://arrernte-angkentye.online/ecall/audio/artirte-ileme.mp3,,,,,,,,,,,,,,,,,
teeth,artitye,https://arrernte-angkentye.online/ecall/audio/artitye_m.mp3,https://arrernte-angkentye.online/ecall/audio/artitye_m.mp3,,,,,,,,,,,,,,,,,
willy-wagtail,artitye,https://arrernte-angkentye.online/ecall/audio/artitye_m.mp3,,,,,,,,,,,,,,,,,,
"cry, bawl",artneme,https://arrernte-angkentye.online/ecall/audio/artneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/artneme_m.mp3,,,,,,,,,,,,,,,,,
"hard flat ground, a plain, a rise",arturle,https://arrernte-angkentye.online/ecall/audio/arturle.mp3,https://arrernte-angkentye.online/ecall/audio/arturle.mp3,,,,,,,,,,,,,,,,,
grinding stone (small),arturte,https://arrernte-angkentye.online/ecall/audio/arturte.mp3,https://arrernte-angkentye.online/ecall/audio/arturte.mp3,,,,,,,,,,,,,,,,,
"man, initiated man",artwe,https://arrernte-angkentye.online/ecall/audio/artwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/artwe_m.mp3,,,,,,,,,,,,,,,,,
"owner, custodian, relation",artweye,https://arrernte-angkentye.online/ecall/audio/artweye_m.mp3,https://arrernte-angkentye.online/ecall/audio/artweye_m.mp3,,,,,,,,,,,,,,,,,
"many, a lot, lots",arunthe,https://arrernte-angkentye.online/ecall/audio/arunthe_m.mp3,https://arrernte-angkentye.online/ecall/audio/arunthe_m.mp3,,,,,,,,,,,,,,,,,
"native bee hive (sugarbag), hive cover, honey",arwengalkere,https://arrernte-angkentye.online/ecall/audio/arwengalkere_m.mp3,https://arrernte-angkentye.online/ecall/audio/arwengalkere_m.mp3,,,,,,,,,,,,,,,,,
"spear, poke, sew, write",atantheme,https://arrernte-angkentye.online/ecall/audio/atantheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atantheme_m.mp3,,,,,,,,,,,,,,,,,
"burst, burst out, (dust) fly up",ateme,https://arrernte-angkentye.online/ecall/audio/ateme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ateme_m.mp3,,,,,,,,,,,,,,,,,
"scared, afraid, frightened",atere,https://arrernte-angkentye.online/ecall/audio/atere_m.mp3,https://arrernte-angkentye.online/ecall/audio/atere_m.mp3,,,,,,,,,,,,,,,,,
"be scared, get frightened",atere-irreme,https://arrernte-angkentye.online/ecall/audio/atere-irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atere-irreme_m.mp3,,,,,,,,,,,,,,,,,
straighten something out,aterneme,https://arrernte-angkentye.online/ecall/audio/aterneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/aterneme_m.mp3,,,,,,,,,,,,,,,,,
dirty,aternnge,https://arrernte-angkentye.online/ecall/audio/aternnge.mp3,https://arrernte-angkentye.online/ecall/audio/aternnge.mp3,,,,,,,,,,,,,,,,,
squat down with feet flat on ground,atertneme,https://arrernte-angkentye.online/ecall/audio/atertneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atertneme_m.mp3,,,,,,,,,,,,,,,,,
budgerigar,atetherre,https://arrernte-angkentye.online/ecall/audio/atetherre.mp3,https://arrernte-angkentye.online/ecall/audio/atetherre.mp3,,,,,,,,,,,,,,,,,
mouse,athakwere,https://arrernte-angkentye.online/ecall/audio/athakwere_m.mp3,https://arrernte-angkentye.online/ecall/audio/athakwere_m.mp3,,,,,,,,,,,,,,,,,
before,#NAME?,https://arrernte-angkentye.online/ecall/audio/-athathe.mp3,https://arrernte-angkentye.online/ecall/audio/-athathe.mp3,,,,,,,,,,,,,,,,,
"grind (seeds), mash up, knead",atheme,https://arrernte-angkentye.online/ecall/audio/atheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atheme_m.mp3,,,,,,,,,,,,,,,,,
ironwood tree,athenge,https://arrernte-angkentye.online/ecall/audio/athenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/athenge_m.mp3,,,,,,,,,,,,,,,,,
flat grind stone,athere,https://arrernte-angkentye.online/ecall/audio/athere_m.mp3,https://arrernte-angkentye.online/ecall/audio/athere_m.mp3,,,,,,,,,,,,,,,,,
Telegraph Station waterhole,athere,https://arrernte-angkentye.online/ecall/audio/athere_m.mp3,,,,,,,,,,,,,,,,,,
"two, both, pair",atherre,https://arrernte-angkentye.online/ecall/audio/atherre.mp3,https://arrernte-angkentye.online/ecall/audio/atherre.mp3,,,,,,,,,,,,,,,,,
"two, both, pair",atherrame,https://arrernte-angkentye.online/ecall/audio/atherrame_m.mp3,https://arrernte-angkentye.online/ecall/audio/atherrame_m.mp3,,,,,,,,,,,,,,,,,
"laugh, giggle, smile",atherreme,https://arrernte-angkentye.online/ecall/audio/atherreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atherreme_m.mp3,,,,,,,,,,,,,,,,,
"1. grass, small plants. 2. green and some shades on yellow and blue",atherrke,https://arrernte-angkentye.online/ecall/audio/atherrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/atherrke_m.mp3,,,,,,,,,,,,,,,,,
green and some shades of yellow and blue,atherrke-atherrke,https://arrernte-angkentye.online/ecall/audio/atherrke-atherrke.mp3,https://arrernte-angkentye.online/ecall/audio/atherrke-atherrke.mp3,,,,,,,,,,,,,,,,,
red and some shades of pink and orange,athetheke,https://arrernte-angkentye.online/ecall/audio/athetheke_m.mp3,https://arrernte-angkentye.online/ecall/audio/athetheke_m.mp3,,,,,,,,,,,,,,,,,
largish smooth flat rock,athirnte,https://arrernte-angkentye.online/ecall/audio/athirnte_m.mp3,https://arrernte-angkentye.online/ecall/audio/athirnte_m.mp3,,,,,,,,,,,,,,,,,
"curled up, crescent-shaped",athnurte-athnurte,https://arrernte-angkentye.online/ecall/audio/athnurte-athnurte_m.mp3,https://arrernte-angkentye.online/ecall/audio/athnurte-athnurte_m.mp3,,,,,,,,,,,,,,,,,
"jump down, get down from, get out of (a vehicle)",atnarnpeme,https://arrernte-angkentye.online/ecall/audio/atnarnpeme.mp3,https://arrernte-angkentye.online/ecall/audio/atnarnpeme.mp3,,,,,,,,,,,,,,,,,
digging stick,atneme,https://arrernte-angkentye.online/ecall/audio/atneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atneme_m.mp3,,,,,,,,,,,,,,,,,
"brave, confident, not scared",atnerre,https://arrernte-angkentye.online/ecall/audio/atnerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnerre_m.mp3,,,,,,,,,,,,,,,,,
stomach,atnerte,https://arrernte-angkentye.online/ecall/audio/atnerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnerte_m.mp3,,,,,,,,,,,,,,,,,
pregnant,atnerte-atnerte,https://arrernte-angkentye.online/ecall/audio/atnerte-atnerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnerte-atnerte_m.mp3,,,,,,,,,,,,,,,,,
scorpion,atnethakerte,https://arrernte-angkentye.online/ecall/audio/atnethakerte.mp3,https://arrernte-angkentye.online/ecall/audio/atnethakerte.mp3,,,,,,,,,,,,,,,,,
"relaxed, unworried, unhurried",atnewe-atnewe,https://arrernte-angkentye.online/ecall/audio/atnewe-atnewe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnewe-atnewe_m.mp3,,,,,,,,,,,,,,,,,
to gut (an animal),atnineme / atne-ineme,https://arrernte-angkentye.online/ecall/audio/atnewe-atnewe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnewe-atnewe_m.mp3,,,,,,,,,,,,,,,,,
animal,atnunthe,https://arrernte-angkentye.online/ecall/audio/atnunthe.mp3,https://arrernte-angkentye.online/ecall/audio/atnunthe.mp3,,,,,,,,,,,,,,,,,
1. mushy grub guts. 2. an old-fashioned kind of gruel or porridge,atnunthe,https://arrernte-angkentye.online/ecall/audio/atnunthe.mp3,,,,,,,,,,,,,,,,,,
guts: stomach and intestines,atnwaltye,https://arrernte-angkentye.online/ecall/audio/atnwaltye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnwaltye_m.mp3,,,,,,,,,,,,,,,,,
"heel, back of foot",atnware,https://arrernte-angkentye.online/ecall/audio/atnware_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnware_m.mp3,,,,,,,,,,,,,,,,,
mother's brother,atnyatye,https://arrernte-angkentye.online/ecall/audio/atnyatye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnyatye_m.mp3,,,,,,,,,,,,,,,,,
drop something,atnyatye,https://arrernte-angkentye.online/ecall/audio/atnyatye_m.mp3,,,,,,,,,,,,,,,,,,
grub from the witchetty bush,atnyematye,https://arrernte-angkentye.online/ecall/audio/atnyematye.mp3,https://arrernte-angkentye.online/ecall/audio/atnyematye.mp3,,,,,,,,,,,,,,,,,
fall,atnyeme1,https://arrernte-angkentye.online/ecall/audio/atnyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnyeme_m.mp3,,,,,,,,,,,,,,,,,
witchetty bush,atnyeme2,https://arrernte-angkentye.online/ecall/audio/atnyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnyeme_m.mp3,,,,,,,,,,,,,,,,,
"hold, have, keep, look after",atnyeneme,https://arrernte-angkentye.online/ecall/audio/atnyeneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnyeneme_m.mp3,,,,,,,,,,,,,,,,,
moon,atnyentye,https://arrernte-angkentye.online/ecall/audio/atnyentye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atnyentye_m.mp3,,,,,,,,,,,,,,,,,
"hard flat ground, a plain, a rise",aturle,https://arrernte-angkentye.online/ecall/audio/aturle.mp3,https://arrernte-angkentye.online/ecall/audio/aturle.mp3,,,,,,,,,,,,,,,,,
wild orange,atwakeye,https://arrernte-angkentye.online/ecall/audio/atwakeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atwakeye_m.mp3,,,,,,,,,,,,,,,,,
"gap, saddle in range",atwatye,https://arrernte-angkentye.online/ecall/audio/atwatye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atwatye_m.mp3,,,,,,,,,,,,,,,,,
"hit, kill",atweme,https://arrernte-angkentye.online/ecall/audio/atweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atweme_m.mp3,,,,,,,,,,,,,,,,,
fight ('hit each other'),atwerreme,https://arrernte-angkentye.online/ecall/audio/atwerreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atwerreme_m.mp3,,,,,,,,,,,,,,,,,
joey,atwetye,https://arrernte-angkentye.online/ecall/audio/atwetye.mp3,https://arrernte-angkentye.online/ecall/audio/atwetye.mp3,,,,,,,,,,,,,,,,,
bull-ant,atyanke,https://arrernte-angkentye.online/ecall/audio/atyanke.mp3,https://arrernte-angkentye.online/ecall/audio/atyanke.mp3,,,,,,,,,,,,,,,,,
ironwood tree,atyarnpe,https://arrernte-angkentye.online/ecall/audio/atyarnpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyarnpe_m.mp3,,,,,,,,,,,,,,,,,
"western quoll, native cat",atyelpe,https://arrernte-angkentye.online/ecall/audio/atyelpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyelpe_m.mp3,,,,,,,,,,,,,,,,,
"mother's father, man's daughter's child",atyemeye,https://arrernte-angkentye.online/ecall/audio/atyemeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyemeye_m.mp3,,,,,,,,,,,,,,,,,
for me,atyenge,https://arrernte-angkentye.online/ecall/audio/atyenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyenge_m.mp3,,,,,,,,,,,,,,,,,
"my, mine",atyenge,https://arrernte-angkentye.online/ecall/audio/atyenge_m.mp3,,,,,,,,,,,,,,,,,,
"lively, chirpy, enthusiastic",atyepe-atyepe,https://arrernte-angkentye.online/ecall/audio/atyepe-atyepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyepe-atyepe_m.mp3,,,,,,,,,,,,,,,,,
1. shoot. 2. cook in hot ashes/earth,atyerreme,https://arrernte-angkentye.online/ecall/audio/atyerreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyerreme_m.mp3,,,,,,,,,,,,,,,,,
"soft: spongy, mushy, fluffy",atyete,https://arrernte-angkentye.online/ecall/audio/atyete_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyete_m.mp3,,,,,,,,,,,,,,,,,
friend,atyewe,https://arrernte-angkentye.online/ecall/audio/atyewe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyewe_m.mp3,,,,,,,,,,,,,,,,,
younger brother or sister,atyeye,https://arrernte-angkentye.online/ecall/audio/atyeye_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyeye_m.mp3,,,,,,,,,,,,,,,,,
"my, mine",atyinhe,https://arrernte-angkentye.online/ecall/audio/atyinhe.mp3,https://arrernte-angkentye.online/ecall/audio/atyinhe.mp3,,,,,,,,,,,,,,,,,
calf (of leg),atywe,https://arrernte-angkentye.online/ecall/audio/atywe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atywe_m.mp3,,,,,,,,,,,,,,,,,
perentie monitor lizard,atyunpe,https://arrernte-angkentye.online/ecall/audio/atyunpe_m.mp3,https://arrernte-angkentye.online/ecall/audio/atyunpe_m.mp3,,,,,,,,,,,,,,,,,
"save for someone, keep",awakeme,https://arrernte-angkentye.online/ecall/audio/awakeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/awakeme_m.mp3,,,,,,,,,,,,,,,,,
bush tomato,awele-awele,https://arrernte-angkentye.online/ecall/audio/awele-awele_m.mp3,https://arrernte-angkentye.online/ecall/audio/awele-awele_m.mp3,,,,,,,,,,,,,,,,,
feel (some way),awelheme,https://arrernte-angkentye.online/ecall/audio/awelheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/awelheme_m.mp3,,,,,,,,,,,,,,,,,
"hear, listen to, understand",aweme,https://arrernte-angkentye.online/ecall/audio/aweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/aweme_m.mp3,,,,,,,,,,,,,,,,,
"to sweat, perspire",awempeme,https://arrernte-angkentye.online/ecall/audio/awempeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/awempeme_m.mp3,,,,,,,,,,,,,,,,,
father's sister,awenhe,https://arrernte-angkentye.online/ecall/audio/awenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/awenhe_m.mp3,,,,,,,,,,,,,,,,,
"teenage girl, young woman",awenke,https://arrernte-angkentye.online/ecall/audio/awenke_m.mp3,https://arrernte-angkentye.online/ecall/audio/awenke_m.mp3,,,,,,,,,,,,,,,,,
"more, again",awethe,https://arrernte-angkentye.online/ecall/audio/awethe_m.mp3,https://arrernte-angkentye.online/ecall/audio/awethe_m.mp3,,,,,,,,,,,,,,,,,
"'Oh!', 'Oh no!', 'Wow.'",Ayekaye!,https://arrernte-angkentye.online/ecall/audio/ayekaye!_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayekaye!_m.mp3,,,,,,,,,,,,,,,,,
"I, me",ayenge,https://arrernte-angkentye.online/ecall/audio/ayenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/ayenge_m.mp3,,,,,,,,,,,,,,,,,
